사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,2호선,58,양천구청,16,0,"4,523",879,"11,443","2,019","32,101","5,143","27,544","8,972","15,336","4,810","8,977","3,963","8,436","4,375","8,127","5,261","8,016","6,344","6,485","6,470","6,293","8,434","7,056","10,365","7,481","15,353","8,548","27,875","3,974","24,417","2,793","13,841","2,522","11,568","2,139","10,687",783,"7,879",2,799,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,2호선,59,신정네거리,46,2,"8,023","1,718","14,427","5,923","44,162","4,755","38,922","11,514","20,731","7,756","13,287","6,586","11,213","7,441","11,583","8,461","10,963","9,401","9,539","10,151","9,521","13,063","12,162","15,448","12,896","22,727","11,431","42,231","6,922","33,381","5,160","17,815","3,981","15,283","3,416","14,364","1,273","9,070",15,939,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,2호선,60,용두(동대문구청),19,2,"1,078",188,"1,264","1,011","4,729","2,375","7,516","6,236","3,589","3,334","2,937","2,824","3,274","2,935","3,252","2,597","3,363","3,264","3,309","3,375","3,553","3,906","3,715","3,540","4,504","4,137","5,753","7,123","2,474","5,178","1,598","2,836","1,355","2,575",970,"1,916",302,"1,466",1,51,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,61,지축,7,0,"1,317",406,"6,306","2,051","17,318","2,712","15,838","2,730","7,665","1,670","4,765","1,869","4,503","2,380","3,927","2,689","3,754","2,899","3,284","3,128","3,691","3,798","4,008","5,023","4,738","6,529","3,684","14,263","1,942","11,169","1,349","7,483",990,"6,053",680,"6,351",233,"3,309",1,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,62,구파발,126,8,"9,521","1,577","31,505","9,363","87,692","23,517","83,306","28,565","40,440","25,542","26,300","23,765","24,293","20,101","24,579","21,450","24,198","23,120","24,231","23,085","27,326","23,749","31,209","28,639","33,469","37,802","30,859","66,703","18,687","60,982","14,882","32,682","13,677","29,606","11,576","23,515","2,559","24,105",5,"2,559",1,4,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,63,연신내,237,6,"27,217","2,077","51,584","12,151","139,672","25,148","159,377","33,884","85,087","34,028","55,266","33,012","49,025","33,036","51,237","34,489","49,114","38,083","47,083","41,642","48,171","49,955","51,612","61,532","52,206","79,962","48,312","134,737","34,993","126,845","28,715","67,832","25,698","63,723","22,623","55,305","8,083","41,160",14,"2,598",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,64,불광,31,2,"9,232",897,"19,161","5,736","51,317","10,662","60,398","32,553","32,044","31,079","21,773","23,865","20,415","20,889","20,888","21,971","22,190","23,009","21,549","23,314","22,009","26,012","23,684","29,901","27,794","36,490","30,877","56,505","18,116","47,453","13,841","27,921","12,258","22,338","8,612","20,724","2,699","13,727",9,421,0,0,1,1,0,0,2020-07-03 13:43:21
2020-06,3호선,65,녹번,13,1,"8,465","1,338","22,376","8,477","60,598","8,040","66,488","17,915","35,613","9,507","20,458","8,379","16,167","8,515","16,705","9,422","15,305","10,657","13,926","11,388","13,531","14,083","15,874","18,935","18,707","25,901","19,154","49,388","9,300","45,093","6,759","25,009","5,406","22,103","4,301","20,450","1,242","13,124",0,109,0,0,0,1,0,0,2020-07-03 13:43:21
2020-06,3호선,66,홍제,62,2,"9,277","1,604","22,071","9,077","60,491","11,685","69,340","25,780","39,504","18,818","27,127","16,084","24,415","14,916","24,594","16,463","22,756","17,909","21,011","19,429","21,720","23,834","24,970","27,719","27,547","35,234","27,345","57,941","14,805","51,044","11,202","28,484","9,362","25,810","6,458","22,155","2,170","15,196",1,2,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,67,무악재,28,2,"1,868",258,"5,125","1,709","14,363","3,029","16,551","5,752","9,296","3,235","6,175","3,222","5,052","3,227","4,887","3,363","4,586","3,849","4,026","4,079","3,991","4,812","4,263","6,104","5,423","8,310","6,293","14,281","2,998","12,414","2,196","7,823","1,798","6,747","1,410","6,274",548,"4,423",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,68,독립문,139,2,"5,189",732,"6,351","5,492","15,850","15,332","18,949","20,570","13,428","13,005","10,876","11,302","9,778","8,484","10,842","8,330","10,385","9,322","10,609","8,503","11,349","9,589","14,389","10,649","13,479","13,417","15,943","16,678","7,992","14,202","5,648","8,179","4,585","7,596","3,091","7,445",891,"4,319",2,"4,468",0,2,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,69,경복궁(정부서울청사),52,9,"2,593","1,335","5,752","13,747","13,425","44,374","18,418","107,267","17,009","47,848","13,069","25,337","14,554","22,569","15,617","21,281","19,429","22,799","22,239","20,385","27,812","18,814","34,804","19,582","51,699","22,914","93,076","29,439","37,742","19,922","28,178","10,976","29,636","9,398","21,464","8,665","6,834","5,783",9,324,0,0,0,1,0,0,2020-07-03 13:43:21
2020-06,3호선,70,안국,13,1,"1,816","1,607","3,214","20,553","5,574","103,458","7,985","101,514","7,156","52,178","8,817","28,938","11,274","27,169","15,990","24,512","18,015","25,607","20,406","23,988","28,170","20,080","40,222","18,941","93,842","18,700","104,068","19,645","39,765","9,882","31,155","5,228","29,313","4,233","17,832","3,790","4,821","2,719",2,65,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,71,종로3가,11,1,642,823,"1,058","5,628","1,642","14,879","2,054","46,990","3,223","46,288","4,916","29,392","7,770","20,571","8,707","20,658","9,931","19,003","12,191","18,357","15,823","17,148","17,742","14,264","27,415","14,333","51,677","15,002","32,185","8,233","15,653","3,496","17,233","2,605","13,521","2,052","4,546","1,628",11,179,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,72,을지로3가,7,0,568,962,951,"8,739","1,804","33,869","2,543","75,576","3,500","35,138","4,619","15,303","6,099","12,625","7,050","11,062","9,333","11,596","11,046","10,154","12,851","10,072","16,108","10,120","35,862","11,830","67,626","14,762","27,784","8,542","17,209","3,560","16,760","2,405","14,307","1,585","6,243","1,441",4,160,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,73,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,5,0,5,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,74,동대입구,9,1,"1,261","1,168","2,216","8,435","4,749","14,602","6,692","46,766","5,409","23,750","4,611","14,219","5,818","11,683","6,614","10,047","7,936","10,601","10,519","9,322","11,126","7,758","15,048","7,771","33,747","9,413","31,272","10,894","14,338","6,713","10,258","3,977","11,359","4,090","9,407","3,331","2,618","2,236",0,422,1,0,1,1,0,0,2020-07-03 13:43:21
2020-06,3호선,75,약수,126,3,"6,104","1,148","10,703","6,173","25,426","16,982","38,383","33,570","24,935","19,754","16,944","13,536","15,651","13,068","16,839","13,186","17,114","14,369","16,695","14,979","19,087","16,351","19,864","19,726","23,964","26,322","32,261","39,964","17,557","27,890","13,657","17,581","13,795","16,197","10,924","14,456","4,131","9,000",13,"2,521",1,1,1,1,0,0,2020-07-03 13:43:21
2020-06,3호선,76,금호,27,10,"4,749",672,"10,462","2,891","26,959","4,616","36,065","8,533","22,074","6,701","13,056","6,069","10,943","6,225","10,498","7,066","10,475","8,222","9,081","8,710","9,040","10,963","9,867","13,707","10,639","18,365","11,121","29,315","7,367","22,105","5,539","14,828","4,708","12,543","3,653","11,917","1,280","6,862",0,0,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,77,옥수,284,19,"3,412","1,100","9,378","4,757","23,836","7,955","30,914","14,798","19,732","10,554","12,940","7,731","11,676","8,985","11,454","9,333","12,976","11,286","11,759","11,363","11,820","13,874","14,120","15,715","15,826","22,156","17,637","34,113","11,393","25,798","8,908","16,577","8,092","14,571","6,096","14,075","2,506","7,261",85,713,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,78,압구정,53,1,"3,201","2,150","8,605","22,508","15,725","46,624","23,794","141,691","17,069","147,219","20,049","66,377","24,997","49,879","29,381","41,813","33,646","46,530","39,785","43,439","49,267","38,339","57,584","37,559","77,941","46,495","133,702","56,270","96,723","33,921","71,361","15,844","52,295","12,106","39,877","10,206","9,953","5,296",13,"1,897",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,79,신사,79,3,"3,512","1,489","6,016","19,574","11,068","43,968","17,220","114,274","13,510","130,364","14,619","62,837","19,021","42,249","23,305","42,849","28,118","46,517","34,171","45,181","41,166","42,112","51,417","42,545","78,896","49,834","135,151","72,910","93,596","42,338","62,206","18,141","66,642","12,410","58,697","9,120","20,005","6,114",3,268,1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,80,잠원,6,1,"1,595",653,"6,213","4,769","15,951","8,197","20,370","10,268","12,299","7,034","7,659","4,901","7,620","5,192","7,667","6,264","7,789","6,952","7,154","6,723","7,344","7,642","9,191","8,598","11,299","11,463","11,026","18,379","7,063","13,861","4,983","8,430","4,880","7,691","3,687","8,243","1,057","4,617",0,38,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,81,고속터미널,80,1,"4,625","3,298","6,651","26,884","24,794","43,054","39,183","69,899","39,659","85,754","37,883","75,680","48,233","77,728","57,456","75,361","64,537","77,083","69,683","77,550","80,240","81,912","90,318","80,140","112,481","88,239","120,368","106,471","99,845","68,463","113,768","38,001","72,114","28,299","54,098","19,864","17,433","12,202",9,447,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,82,교대(법원.검찰청),24,0,"1,331",646,"3,128","6,466","7,696","20,669","10,786","49,365","8,831","34,405","9,950","15,699","12,283","10,710","13,784","9,688","16,730","10,529","19,497","9,916","22,098","9,313","24,918","9,216","39,653","12,215","68,098","17,202","28,024","9,891","21,475","4,668","23,215","3,554","24,304","3,212","6,520","2,581",4,27,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,83,남부터미널(예술의전당),66,1,"2,638","1,269","8,391","25,572","26,194","60,174","38,330","154,584","29,902","80,333","27,634","43,046","30,443","32,781","30,625","33,021","35,299","37,267","36,043","38,429","41,017","37,057","47,396","39,025","84,176","44,602","139,409","53,654","64,148","37,441","41,351","22,084","37,494","16,782","28,706","13,104","8,079","8,322",1,78,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,84,양재(서초구청),82,2,"5,059","2,830","14,220","38,116","32,634","105,007","42,185","248,214","29,130","121,872","25,676","52,544","28,570","41,939","32,801","36,115","38,458","43,237","40,883","38,374","48,932","36,867","58,851","38,778","111,515","51,126","206,793","73,433","95,478","48,674","60,275","29,198","57,365","24,394","41,697","20,656","11,158","12,927",7,"1,553",0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,85,매봉,12,1,"1,622",469,"6,084","9,433","14,677","20,951","16,868","70,604","12,171","33,478","9,155","13,196","9,483","10,982","9,610","10,075","10,900","10,278","12,954","9,695","14,727","10,004","17,274","10,086","31,540","14,082","63,873","20,325","23,332","14,274","14,235","7,975","14,796","7,018","10,325","6,761","2,777","3,899",6,503,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,86,도곡,28,2,"1,128",347,"3,700","4,030","8,672","14,056","10,620","20,975","6,518","15,886","4,861","7,031","5,166","5,555","6,290","6,175","6,549","6,292","6,628","5,819","8,021","5,568","11,144","5,419","15,417","7,140","18,525","9,756","9,717","8,590","5,952","4,633","5,473","4,196","3,900","4,056","1,096","2,509",2,"1,822",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,87,대치,7,0,"2,587",700,"11,657","7,616","25,562","17,147","22,199","24,046","12,734","16,182","9,619","11,572","9,626","10,400","11,528","12,285","12,118","15,349","12,120","14,638","15,040","16,155","15,353","18,115","22,107","22,401","25,735","26,622","16,751","21,836","12,421","11,345","13,185","10,481","25,853","10,046","2,954","5,929",2,20,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,88,학여울,1,0,483,222,"1,539","1,871","3,958","3,489","3,814","7,836","2,627","5,251","2,168","4,265","2,511","3,591","3,071","3,635","3,515","4,002","3,655","4,020","4,629","3,598","5,035","2,693","6,570","3,055","7,352","4,194","3,256","3,483","1,957","1,962","1,879","1,745","1,344","1,795",247,"1,087",0,4,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,89,대청,16,0,"3,572","1,167","10,324","7,443","27,001","15,043","30,106","22,856","16,543","13,575","12,707","7,769","11,476","7,700","10,931","8,477","11,973","9,323","13,064","9,515","16,717","11,125","16,110","12,121","20,534","15,743","24,051","23,951","11,792","21,367","7,361","13,858","6,132","11,886","4,331","13,153","1,302","7,712",0,118,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,90,일원,4,0,"1,982","1,453","8,306","8,134","22,739","28,035","20,821","23,451","13,513","16,020","13,099","14,191","13,555","9,639","13,373","11,021","11,987","12,620","12,869","10,943","16,959","10,076","21,037","8,651","29,186","11,533","15,164","17,272","8,483","15,207","5,903","9,613","3,764","8,699","3,002","9,631",868,"4,699",3,64,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,91,수서,264,4,"4,701","1,850","12,577","14,380","33,429","31,789","41,214","52,095","26,162","30,165","23,851","19,801","19,298","15,732","22,922","18,756","22,615","19,099","19,107","19,431","26,038","21,951","30,003","24,376","36,507","30,177","49,670","44,140","23,298","34,424","20,846","23,078","14,422","18,035","13,041","18,897","4,134","8,979",6,993,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,92,가락시장,8,1,"2,523",699,"7,255","5,361","20,346","10,725","21,864","30,522","14,542","16,035","12,084","10,612","12,197","10,084","11,884","10,188","11,933","10,835","12,074","11,241","13,141","13,106","14,264","13,430","17,854","16,844","29,528","23,684","12,751","17,561","9,344","11,376","8,683","9,443","6,611","8,622","1,863","4,838",1,"1,293",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,93,경찰병원,9,0,"2,611",143,"7,213","3,253","21,477","8,154","25,569","29,440","14,851","14,350","10,439","8,703","8,878","6,765","8,869","7,717","9,508","8,754","9,005","8,204","9,252","8,178","9,629","9,092","14,672","12,325","20,752","20,102","6,892","16,749","5,579","10,814","5,506","8,110","3,623","7,921",813,"4,508",0,"1,024",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,3호선,94,오금,7,0,"3,206",5,"7,734","1,943","26,402","5,859","30,025","14,577","14,107","5,897","8,034","4,394","6,776","3,934","7,286","4,627","7,386","4,943","6,214","5,115","5,710","6,683","6,754","8,366","9,816","11,728","12,348","20,385","5,004","14,741","3,613","10,718","3,063","8,455","2,401","9,215",548,"5,400",2,"1,653",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,100,수유(강북구청),193,10,"20,512","3,549","44,722","12,255","115,442","20,136","128,287","54,505","74,159","37,008","48,319","27,628","43,380","29,036","43,745","31,364","43,299","34,973","41,264","38,506","41,209","44,366","43,816","56,516","49,972","70,957","59,533","120,324","36,536","111,156","28,205","66,771","25,091","58,533","21,524","50,329","9,463","35,768",5,117,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,101,미아(서울사이버대학),45,3,"10,835","1,720","20,751","5,372","49,969","16,661","55,600","30,665","32,320","18,626","22,688","14,912","20,210","14,871","20,062","15,013","20,873","15,950","22,113","17,318","22,190","21,454","20,341","24,378","23,564","30,806","26,501","47,251","17,081","40,626","11,699","24,503","9,447","21,632","6,824","19,332","2,444","12,835",4,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,102,미아사거리,17,0,"15,006","2,393","37,285","9,197","96,450","19,552","107,496","33,697","59,372","32,498","38,332","25,964","34,132","26,735","35,923","29,296","35,844","31,403","34,649","33,914","36,168","42,629","42,466","49,226","40,963","62,290","43,366","104,300","33,093","86,169","32,643","49,632","19,869","42,042","15,119","36,632","6,896","22,253",1,4,1,1,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,103,길음,16,1,"9,543","1,984","29,406","8,928","83,678","13,624","86,757","27,567","44,562","22,040","27,612","16,198","23,235","17,225","25,071","18,698","24,270","21,581","21,813","22,373","23,109","25,372","25,215","31,113","30,661","43,090","29,502","72,899","18,231","61,266","13,967","35,850","10,682","31,211","10,814","30,334","3,361","18,636",0,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,104,성신여대입구(돈암),53,6,"5,537","1,793","17,354","6,853","45,554","16,762","54,752","33,584","33,687","25,353","23,177","19,870","23,196","20,329","25,855","22,578","26,274","24,374","26,025","25,761","27,900","28,136","32,143","31,835","37,181","41,084","43,827","65,020","28,970","52,631","25,789","31,565","26,822","25,966","25,047","24,992","9,046","16,831",2,5,0,2,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,105,한성대입구(삼선교),75,17,"7,118","1,152","12,368","6,518","30,615","19,281","38,215","28,854","23,745","21,730","17,127","15,046","16,349","15,942","18,366","15,333","19,413","16,225","18,157","16,523","21,256","17,499","24,938","20,175","27,585","26,419","30,903","37,124","17,539","29,741","13,059","18,255","12,462","16,085","10,248","16,129","3,944","10,303",5,"7,260",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,106,혜화,45,1,"3,701","2,649","7,224","20,671","16,636","49,442","20,189","114,352","22,244","74,087","26,827","47,600","30,110","40,339","29,556","45,788","31,828","59,751","39,878","56,528","50,806","42,173","62,961","41,963","82,036","50,990","107,756","64,249","57,615","48,639","51,215","19,539","67,429","16,593","66,280","13,852","21,736","10,254",1,422,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,107,동대문,264,8,"6,594","2,975","3,882","15,071","5,810","38,773","8,069","81,245","12,661","68,994","18,225","55,450","25,427","49,874","30,840","38,035","33,655","37,075","41,027","36,076","47,515","30,370","54,945","22,784","85,853","16,883","74,405","12,202","31,921","15,711","21,430","11,457","23,972","6,829","13,468","4,672","5,472","6,384",5,99,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,108,동대문역사문화공원(DDP),236,1,"8,110","1,399","4,455","11,578","6,091","27,611","7,484","71,646","7,013","37,333","7,195","23,259","10,249","21,304","12,876","18,541","14,783","18,652","19,567","17,256","23,776","15,359","27,742","13,980","48,378","15,025","73,807","17,287","38,047","25,860","27,652","12,837","26,772","7,608","20,328","5,486","8,498","5,452",2,670,0,0,1,0,0,0,2020-07-03 13:43:21
2020-06,4호선,109,충무로,75,1,"2,830","2,756","3,811","18,392","7,964","56,138","11,429","180,172","11,938","96,908","12,496","47,549","16,544","35,959","20,801","31,913","25,909","33,177","31,478","28,763","34,778","25,108","46,258","24,656","81,868","27,800","145,897","33,274","69,190","19,521","45,586","10,033","45,799","8,742","36,461","7,365","15,526","6,194",11,796,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,110,명동,13,0,565,"1,118","1,777","13,227","2,825","42,666","4,626","103,601","6,236","64,247","8,079","35,555","11,570","30,982","14,869","29,945","18,902","28,183","23,710","25,308","30,316","24,663","39,425","21,809","54,503","22,239","97,059","22,154","47,948","13,177","39,148","6,366","36,451","3,609","19,843","2,231","4,605","1,381",0,204,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,111,회현(남대문시장),32,1,"1,905",697,"2,930","19,250","4,505","50,689","7,015","127,218","8,371","92,823","12,521","70,744","21,995","57,715","29,286","46,241","36,897","40,009","43,887","36,205","50,378","30,452","65,468","22,385","89,293","16,851","117,163","14,114","44,632","7,746","40,458","3,992","18,058","4,643","10,869","3,783","3,348","2,085",2,255,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,112,서울역,174,5,"4,482",459,"5,259","10,334","11,390","34,927","14,531","90,260","9,517","41,616","7,792","17,838","9,343","16,029","10,013","17,597","10,787","18,263","10,644","17,850","12,534","19,391","15,377","20,320","35,612","24,524","69,146","25,928","22,749","19,093","13,190","12,719","12,368","11,071","9,131","10,092","3,340","6,428",3,"1,366",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,113,숙대입구(갈월),11,0,"2,978","1,030","7,975","7,143","16,741","23,213","24,631","53,308","16,140","29,182","13,051","14,785","13,600","14,761","15,423","14,594","15,930","15,583","16,287","15,676","19,259","15,612","24,726","16,973","32,425","22,002","49,954","30,960","23,598","22,119","17,292","13,145","16,894","11,705","14,254","10,738","6,087","7,407",1,1,2,1,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,114,삼각지,2,1,499,422,"1,998","4,870","5,122","10,386","7,467","25,756","4,804","10,690","3,566","6,010","3,638","5,323","4,318","5,242","4,981","4,981","4,835","5,156","5,432","5,215","7,088","5,505","12,146","7,928","24,213","11,407","9,096","7,558","6,318","4,287","6,329","3,898","4,782","3,572","1,873","2,632",2,343,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,4호선,115,신용산,6,0,"1,117","1,451","4,075","12,851","10,033","34,064","14,631","97,388","10,935","55,396","8,913","21,858","11,336","16,302","12,264","15,305","13,934","16,954","15,053","16,045","19,234","15,387","25,755","16,219","47,555","19,972","88,583","26,313","38,830","17,200","25,154","9,535","21,704","7,405","15,126","6,025","5,625","3,293",4,10,1,2,0,0,0,0,2020-07-03 13:43:21
