"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상"
"인천광역시 미추홀구 도화2,3동(2817761000)","26,767","26,767","2,213","2,053","3,452","4,325","4,106","4,297","3,592","1,866","747","104","12"
"인천광역시 미추홀구 주안1동(2817762000)","20,806","20,806","1,392","921","4,355","4,411","3,147","3,148","2,085","931","356","57","3"
"인천광역시 미추홀구 주안2동(2817763000)","17,996","17,996","1,027","1,180","2,284","2,228","2,564","3,120","2,920","1,814","738","109","12"
"인천광역시 미추홀구 주안3동(2817764000)","8,957","8,957","510","690","1,098","1,014","1,427","1,542","1,394","906","330","41","5"
"인천광역시 미추홀구 주안4동(2817765000)","14,272","14,272","628","897","1,711","1,640","1,958","2,463","2,553","1,686","629","96","11"
"인천광역시 미추홀구 주안5동(2817766000)","17,697","17,697","874","1,239","2,560","2,428","2,696","3,142","2,571","1,454","623","101","9"
"인천광역시 미추홀구 주안6동(2817767000)","22,926","22,926","2,144","1,865","2,879","3,708","3,952","3,444","2,758","1,440","636","92","8"
"인천광역시 미추홀구 주안7동(2817768000)","13,240","13,240","632","1,032","1,595","1,492","1,993","2,413","2,170","1,289","529","84","11"
"인천광역시 미추홀구 주안8동(2817769000)","21,788","21,788","1,397","1,984","2,943","2,671","3,438","4,023","3,004","1,613","633","77","5"
"인천광역시 미추홀구 관교동(2817770000)","15,766","15,766","1,103","1,346","2,162","2,037","2,312","2,818","2,329","1,129","448","76","6"
"인천광역시 미추홀구 문학동(2817771000)","13,753","13,753","745","1,212","1,867","1,916","2,800","2,502","1,556","806","297","49","3"
"인천광역시 연수구 (2818500000)","372,566","372,566","36,886","41,501","50,829","55,309","66,023","62,700","35,862","15,133","7,044","1,227","52"
"인천광역시 연수구 옥련1동(2818563000)","20,183","20,183","1,492","1,980","2,851","2,457","3,232","3,826","2,356","1,310","595","81","3"
"인천광역시 연수구 옥련2동(2818564000)","21,266","21,266","1,579","2,303","3,135","2,562","3,446","4,091","2,358","1,156","537","94","5"
"인천광역시 연수구 선학동(2818575000)","17,689","17,689","948","1,136","2,607","2,388","2,374","3,599","2,776","1,240","530","87","4"
"인천광역시 연수구 연수1동(2818576100)","20,678","20,678","1,060","1,711","3,337","2,735","3,452","4,082","2,566","1,175","479","77","4"
"인천광역시 연수구 연수2동(2818576200)","21,912","21,912","1,486","1,808","3,477","3,312","3,186","4,037","2,680","1,174","639","109","4"
"인천광역시 연수구 연수3동(2818576300)","17,058","17,058","1,098","1,337","2,339","2,359","2,348","3,173","2,404","1,153","697","145","5"
"인천광역시 연수구 청학동(2818576600)","25,590","25,590","1,393","1,842","3,642","3,122","3,870","5,340","3,697","1,726","829","121","8"
"인천광역시 연수구 동춘1동(2818578000)","26,213","26,213","2,387","2,747","3,778","4,024","4,298","4,773","2,730","906","460","98","12"
"인천광역시 연수구 동춘2동(2818579000)","19,112","19,112","1,521","2,081","2,839","2,644","3,134","3,592","2,034","796","420","49","2"
"인천광역시 연수구 동춘3동(2818579500)","19,103","19,103","1,669","2,888","2,591","1,920","3,477","3,431","1,822","840","381","83","1"
"인천광역시 연수구 송도1동(2818582000)","36,582","36,582","3,209","5,353","5,867","4,283","6,680","6,177","3,208","1,191","500","113","1"
"인천광역시 연수구 송도2동(2818583000)","36,673","36,673","4,874","6,312","3,711","4,574","8,544","5,389","2,096","754","351","67","1"
"인천광역시 연수구 송도3동(2818584000)","48,828","48,828","7,319","5,877","6,045","9,636","9,926","5,931","2,670","1,004","360","60","0"
"인천광역시 연수구 송도4동(2818585000)","41,679","41,679","6,851","4,126","4,610","9,293","8,056","5,259","2,465","708","266","43","2"
"인천광역시 남동구 (2820000000)","530,416","530,416","44,007","50,825","71,841","75,110","89,886","90,849","63,389","30,295","12,120","1,965","129"
"인천광역시 남동구 구월1동(2820051000)","32,366","32,366","3,393","3,059","4,252","5,030","5,636","5,166","3,576","1,517","610","121","6"
"인천광역시 남동구 구월2동(2820052000)","36,408","36,408","3,735","4,517","4,412","4,732","6,804","5,857","3,878","1,776","575","110","12"
"인천광역시 남동구 구월3동(2820052100)","28,929","28,929","1,625","1,740","6,411","5,526","4,523","4,395","2,814","1,329","496","68","2"
"인천광역시 남동구 구월4동(2820052200)","15,512","15,512","745","1,141","2,174","1,797","2,364","3,153","2,259","1,270","528","71","10"
"인천광역시 남동구 간석1동(2820053000)","23,224","23,224","1,366","1,701","3,291","3,351","3,560","4,138","3,151","1,805","746","106","9"
"인천광역시 남동구 간석2동(2820054000)","22,461","22,461","1,729","2,173","2,949","2,873","3,923","3,825","2,855","1,491","533","106","4"
"인천광역시 남동구 간석3동(2820055000)","28,790","28,790","1,727","2,222","4,165","3,884","4,467","5,474","3,947","2,000","780","109","15"
"인천광역시 남동구 간석4동(2820055100)","29,281","29,281","1,896","2,393","4,330","4,248","4,563","5,330","3,869","1,786","731","124","11"
"인천광역시 남동구 만수1동(2820056000)","16,018","16,018","787","1,100","1,983","1,956","2,317","3,098","2,497","1,443","736","99","2"
"인천광역시 남동구 만수2동(2820057000)","25,106","25,106","1,908","2,503","3,324","3,194","4,264","4,400","3,349","1,539","521","89","15"
"인천광역시 남동구 만수3동(2820058000)","18,267","18,267","1,396","1,712","2,544","2,354","2,944","3,323","2,385","1,152","382","66","9"
"인천광역시 남동구 만수4동(2820058100)","21,904","21,904","1,590","2,023","3,005","2,934","3,411","3,880","2,998","1,341","613","106","3"
"인천광역시 남동구 만수5동(2820058200)","15,945","15,945","724","1,043","2,230","1,952","2,205","3,162","2,638","1,422","494","74","1"
"인천광역시 남동구 만수6동(2820058300)","25,289","25,289","1,604","2,447","3,522","3,034","3,927","4,954","3,310","1,583","760","143","5"
"인천광역시 남동구 장수서창동(2820065000)","20,774","20,774","1,784","2,259","2,455","2,589","3,539","3,556","2,803","1,227","489","72","1"
"인천광역시 남동구 서창2동(2820065500)","40,219","40,219","6,214","3,615","4,075","8,099","7,264","4,975","3,844","1,554","496","80","3"
"인천광역시 남동구 남촌도림동(2820066000)","21,685","21,685","1,402","2,023","2,958","2,386","3,523","4,384","2,942","1,408","571","84","4"
"인천광역시 남동구 논현1동(2820069000)","32,726","32,726","3,025","3,709","4,250","4,718","5,916","5,539","3,340","1,489","614","122","4"
"인천광역시 남동구 논현2동(2820070000)","33,180","33,180","2,662","3,491","4,606","4,735","5,786","5,576","3,527","1,810","849","128","10"
"인천광역시 남동구 논현고잔동(2820071000)","42,332","42,332","4,695","5,954","4,905","5,718","8,950","6,664","3,407","1,353","596","87","3"
"인천광역시 부평구 (2823700000)","502,365","502,365","34,678","44,606","71,637","69,790","78,993","91,623","63,993","31,192","13,599","2,059","195"
"인천광역시 부평구 부평1동(2823751000)","37,786","37,786","2,524","2,999","6,243","6,175","5,819","6,140","4,506","2,181","1,023","164","12"
"인천광역시 부평구 부평2동(2823752000)","17,962","17,962","1,011","1,369","2,548","2,602","2,756","3,220","2,447","1,421","506","71","11"
"인천광역시 부평구 부평3동(2823753000)","13,294","13,294","686","876","1,731","1,768","1,922","2,454","2,075","1,178","510","82","12"
"인천광역시 부평구 부평4동(2823754000)","37,092","37,092","2,716","2,490","5,873","6,739","5,718","6,172","4,260","2,131","868","111","14"
"인천광역시 부평구 부평5동(2823755000)","33,806","33,806","2,678","2,438","5,224","6,345","5,412","5,473","3,611","1,738","747","127","13"
"인천광역시 부평구 부평6동(2823756000)","14,242","14,242","981","843","2,088","2,227","2,102","2,470","1,988","993","467","73","10"
"인천광역시 부평구 산곡1동(2823757000)","13,244","13,244","601","1,039","1,766","1,419","1,849","2,658","2,199","1,118","505","75","15"
"인천광역시 부평구 산곡2동(2823758000)","32,370","32,370","2,852","3,856","4,261","3,966","5,627","5,832","3,596","1,614","653","106","7"
"인천광역시 부평구 산곡3동(2823758100)","22,815","22,815","1,326","2,089","2,957","2,526","3,264","4,210","3,416","1,867","987","156","17"
"인천광역시 부평구 산곡4동(2823758200)","18,327","18,327","1,269","1,842","2,723","2,226","2,894","3,459","2,304","997","535","76","2"
"인천광역시 부평구 청천1동(2823759100)","7,128","7,128","355","546","911","853","1,102","1,517","1,096","521","176","40","11"
"인천광역시 부평구 청천2동(2823759200)","35,078","35,078","2,817","3,093","4,956","5,226","5,309","6,527","4,298","1,914","819","112","7"
"인천광역시 부평구 갈산1동(2823764100)","16,896","16,896","947","1,361","2,609","2,252","2,498","3,380","2,297","1,050","427","71","4"
"인천광역시 부평구 갈산2동(2823764200)","19,714","19,714","1,303","1,549","2,635","2,931","2,591","3,679","2,975","1,313","623","112","3"
"인천광역시 부평구 삼산1동(2823764600)","35,006","35,006","2,624","3,754","4,894","4,182","5,870","6,625","4,002","1,896","986","162","11"
"인천광역시 부평구 삼산2동(2823764800)","29,823","29,823","2,614","4,358","3,818","3,170","6,043","5,259","2,701","1,198","563","97","2"
"인천광역시 부평구 부개1동(2823765000)","17,047","17,047","954","1,194","2,210","2,193","2,458","3,078","2,794","1,537","565","60","4"
"인천광역시 부평구 부개2동(2823766000)","17,784","17,784","1,208","1,636","2,534","2,319","2,793","3,277","2,302","1,178","474","58","5"
"인천광역시 부평구 부개3동(2823766100)","32,646","32,646","2,050","3,479","5,032","4,197","5,469","6,427","3,515","1,637","728","109","3"
"인천광역시 부평구 일신동(2823767000)","13,171","13,171","1,133","1,091","1,722","1,916","1,908","2,264","1,925","844","315","47","6"
"인천광역시 부평구 십정1동(2823768000)","13,110","13,110","774","1,062","1,691","1,512","1,984","2,574","1,977","1,055","407","62","12"
"인천광역시 부평구 십정2동(2823769000)","24,024","24,024","1,255","1,642","3,211","3,046","3,605","4,928","3,709","1,811","715","88","14"
"인천광역시 계양구 (2824500000)","299,853","299,853","19,533","27,531","45,044","38,762","46,915","61,479","37,054","15,293","7,111","1,065","66"
"인천광역시 계양구 효성1동(2824560100)","25,638","25,638","1,409","2,392","3,714","2,923","3,761","5,395","3,657","1,561","703","109","14"
"인천광역시 계양구 효성2동(2824560200)","30,430","30,430","2,071","2,865","4,394","3,780","4,600","6,258","4,055","1,670","672","61","4"
"인천광역시 계양구 계산1동(2824561100)","20,296","20,296","878","1,373","3,118","2,632","2,892","4,445","3,031","1,292","570","59","6"
"인천광역시 계양구 계산2동(2824561200)","16,356","16,356","673","1,074","2,609","2,082","2,183","3,618","2,582","1,033","419","79","4"
"인천광역시 계양구 계산3동(2824561300)","20,286","20,286","1,050","1,694","3,536","2,891","2,838","4,493","2,534","778","396","72","4"
"인천광역시 계양구 계산4동(2824561400)","23,924","23,924","1,607","2,677","4,124","2,688","4,087","5,357","2,187","621","478","96","2"
"인천광역시 계양구 작전1동(2824562100)","29,028","29,028","1,985","2,911","4,364","3,767","4,553","5,886","3,511","1,349","606","92","4"
"인천광역시 계양구 작전2동(2824562200)","19,290","19,290","938","1,420","2,897","2,600","2,616","4,019","2,939","1,254","518","81","8"
"인천광역시 계양구 작전서운동(2824564000)","31,438","31,438","2,256","3,484","4,843","4,026","5,382","6,442","2,969","1,261","662","105","8"
"인천광역시 계양구 계양1동(2824571000)","21,641","21,641","1,609","1,876","3,094","2,773","3,310","4,301","2,730","1,266","593","87","2"
"인천광역시 계양구 계양2동(2824572000)","34,958","34,958","1,964","2,920","5,360","4,559","5,448","7,230","4,187","2,089","1,035","157","9"
"인천광역시 계양구 계양3동(2824573000)","26,568","26,568","3,093","2,845","2,991","4,041","5,245","4,035","2,672","1,119","459","67","1"
"인천광역시 서구 (2826000000)","544,136","544,136","51,772","57,065","73,278","81,308","96,152","93,185","55,776","23,871","10,023","1,604","102"
"인천광역시 서구 검암경서동(2826051500)","46,318","46,318","4,911","4,476","6,592","8,621","8,595","6,830","3,893","1,692","605","96","7"
"인천광역시 서구 연희동(2826053000)","41,842","41,842","2,546","3,676","6,692","5,090","6,514","8,792","4,996","2,243","1,092","191","10"
"인천광역시 서구 청라1동(2826053600)","31,542","31,542","4,048","4,382","3,856","6,041","6,515","3,941","1,785","641","290","41","2"
"인천광역시 서구 청라2동(2826053700)","49,173","49,173","7,121","6,205","5,848","8,575","9,918","6,559","3,296","1,146","431","71","3"
"인천광역시 서구 청라3동(2826053900)","27,952","27,952","4,387","3,603","2,980","5,186","5,571","3,669","1,759","525","228","43","1"
"인천광역시 서구 가정1동(2826054200)","28,499","28,499","3,406","2,139","3,561","5,101","4,522","4,690","3,180","1,283","518","92","7"
"인천광역시 서구 가정2동(2826054300)","6,699","6,699","357","463","1,064","905","873","1,629","962","279","127","33","7"
"인천광역시 서구 가정3동(2826054400)","9,995","9,995","509","797","1,639","1,209","1,381","2,306","1,375","507","243","27","2"
"인천광역시 서구 석남1동(2826055000)","22,950","22,950","1,307","1,635","3,360","2,989","3,359","4,801","3,369","1,450","577","93","10"
"인천광역시 서구 석남2동(2826056000)","13,622","13,622","783","949","1,780","1,634","1,951","2,804","2,224","1,023","410","60","4"
"인천광역시 서구 석남3동(2826056100)","14,965","14,965","662","1,318","2,335","1,603","2,273","3,206","2,121","980","412","54","1"
"인천광역시 서구 신현원창동(2826057500)","32,473","32,473","2,845","3,090","4,406","4,574","5,103","6,121","4,141","1,539","550","97","7"
"인천광역시 서구 가좌1동(2826058000)","12,135","12,135","609","894","1,700","1,528","1,910","2,555","1,729","837","327","43","3"
"인천광역시 서구 가좌2동(2826059000)","20,726","20,726","1,470","1,997","3,094","2,655","3,045","4,070","2,785","1,054","467","87","2"
